"File","LineNumber","Text"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right"
"utils\constants.js","12","D-pad right (H)"
"utils\constants.js","12","GP: LD Right; KB: Right"
"utils\constants.js","12","KB: Right"
"utils\constants.js","12","Left D-pad right"
"utils\constants.js","12","Left D-pad right"
"utils\constants.js","12","Stick right"
"utils\constants.js","12","Stick right"
"utils\constants.js","12","Stick right"
"utils\constants.js","12","Stick right"
"utils\constants.js","12","Stick right"
"utils\constants.js","13","[C] D-pad down"
"utils\constants.js","13","[C] D-pad down"
"utils\constants.js","13","[W] D-pad down (V)"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down"
"utils\constants.js","13","D-pad down (H)"
"utils\constants.js","13","GP: LD Down;  KB: Down"
"utils\constants.js","13","KB: Down"
"utils\constants.js","13","Left D-pad down"
"utils\constants.js","13","Left D-pad down"
"utils\constants.js","13","Stick down"
"utils\constants.js","13","Stick down"
"utils\constants.js","13","Stick down"
"utils\constants.js","13","Stick down"
"utils\constants.js","13","Stick down"
"utils\constants.js","14","[C] D-pad up"
"utils\constants.js","14","[C] D-pad up"
"utils\constants.js","14","[W] D-pad up (V)"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up"
"utils\constants.js","14","D-pad up (H)"
"utils\constants.js","14","GP: LD Up;    KB: Up"
"utils\constants.js","14","KB: Up"
"utils\constants.js","14","Left D-pad up"
"utils\constants.js","14","Left D-pad up"
"utils\constants.js","14","Stick up"
"utils\constants.js","14","Stick up"
"utils\constants.js","14","Stick up"
"utils\constants.js","14","Stick up"
"utils\constants.js","14","Stick up"
"utils\constants.js","15","*Right D-pad left"
"utils\constants.js","15","[W] D-pad left (H)"
"utils\constants.js","15","[W] D-pad left (H)"
"utils\constants.js","15","GP: RD Left;  M: WX Left"
"utils\constants.js","15","L pad click"
"utils\constants.js","15","M: WX Left"
"utils\constants.js","16","*Right D-pad right"
"utils\constants.js","16","[W] D-pad right (H)"
"utils\constants.js","16","[W] D-pad right (H)"
"utils\constants.js","16","GP: RD Right; M: WX Right"
"utils\constants.js","16","M: WX Right"
"utils\constants.js","16","R pad click"
"utils\constants.js","17","*Right D-pad down"
"utils\constants.js","17","[W] D-pad down (H)"
"utils\constants.js","17","[W] D-pad down (H)"
"utils\constants.js","17","GP: RD Down;  M: WY Down"
"utils\constants.js","17","M: WY Down"
"utils\constants.js","18","*Right D-pad up"
"utils\constants.js","18","[W] D-pad up (H)"
"utils\constants.js","18","[W] D-pad up (H)"
"utils\constants.js","18","GP: RD Up;    M: WY Up"
"utils\constants.js","18","M: WY Up"
"utils\constants.js","19","[C] Y"
"utils\constants.js","19","[C] Y"
"utils\constants.js","19","[W] 1"
"utils\constants.js","19","[W] 1"
"utils\constants.js","19","[W] 1"
"utils\constants.js","19","B | D-pad up"
"utils\constants.js","19","GP: RB Left;  KB: Q; M: 4"
"utils\constants.js","19","KB: Q"
"utils\constants.js","19","M: 4"
"utils\constants.js","20","[C] A"
"utils\constants.js","20","[C] A"
"utils\constants.js","20","[W] 2"
"utils\constants.js","20","[W] 2"
"utils\constants.js","20","[W] 2"
"utils\constants.js","20","GP: RB Right; KB: R; M: 5"
"utils\constants.js","20","KB: R"
"utils\constants.js","20","M: 5"
"utils\constants.js","20","X | D-pad down"
"utils\constants.js","21","[C] B"
"utils\constants.js","21","[C] B"
"utils\constants.js","21","[W] A"
"utils\constants.js","21","A | D-pad left"
"utils\constants.js","21","GP: RB Down;  KB: E; M: 6"
"utils\constants.js","21","KB: E"
"utils\constants.js","21","M: 6"
"utils\constants.js","22","[C] X"
"utils\constants.js","22","[C] X"
"utils\constants.js","22","8 (Y)"
"utils\constants.js","22","8 (Y)"
"utils\constants.js","22","8 (Y)"
"utils\constants.js","22","GP: RB Up;    KB: F; M: 7"
"utils\constants.js","22","KB: F"
"utils\constants.js","22","M: 7"
"utils\constants.js","22","Y | D-pad right"
"utils\constants.js","23","[C] +"
"utils\constants.js","23","[C] +"
"utils\constants.js","23","+ | Capture"
"utils\constants.js","23","GP: MM; KB: Esc"
"utils\constants.js","23","KB: Esc"
"utils\constants.js","24","- | Home"
"utils\constants.js","24","[C] -"
"utils\constants.js","24","[C] -"
"utils\constants.js","24","GP: MS; KB: Enter"
"utils\constants.js","24","KB: Enter"
"utils\constants.js","25","**Toggle Ctrl/Rumble pak"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","**Toggle GP mode"
"utils\constants.js","25","[C] Home"
"utils\constants.js","25","[C] Home"
"utils\constants.js","25","GP: MT; KB: L Win"
"utils\constants.js","25","KB: L Win"
"utils\constants.js","26","**Rotate memory bank"
"utils\constants.js","26","[W] B"
"utils\constants.js","26","[W] B"
"utils\constants.js","26","[W] B"
"utils\constants.js","26","GP: MQ; KB: Hash"
"utils\constants.js","26","KB: Hash"
"utils\constants.js","26","Stick click"
"utils\constants.js","26","Stick click"
"utils\constants.js","27","[C] Analog L"
"utils\constants.js","27","[C] ZL"
"utils\constants.js","27","[C] ZL"
"utils\constants.js","27","[N] Z"
"utils\constants.js","27","4 (L)"
"utils\constants.js","27","4 (L)"
"utils\constants.js","27","Analog L"
"utils\constants.js","27","Analog L"
"utils\constants.js","27","Analog LT"
"utils\constants.js","27","GP: LM; M: Right"
"utils\constants.js","27","M: Right"
"utils\constants.js","27","Z Axis"
"utils\constants.js","28","[C] L"
"utils\constants.js","28","[C] ZL"
"utils\constants.js","28","[C] ZL"
"utils\constants.js","28","[N] C"
"utils\constants.js","28","4 (L)"
"utils\constants.js","28","4 (L)"
"utils\constants.js","28","7 (Z)"
"utils\constants.js","28","7 (Z)"
"utils\constants.js","28","7 (Z)"
"utils\constants.js","28","GP: LS; KB: Z"
"utils\constants.js","28","KB: Z"
"utils\constants.js","28","L | R"
"utils\constants.js","29","[C] Digital L"
"utils\constants.js","29","Digital L"
"utils\constants.js","29","Digital LT"
"utils\constants.js","29","Digital R"
"utils\constants.js","29","Digital R"
"utils\constants.js","29","Digital R"
"utils\constants.js","29","GP: LT; KB: L CTRL"
"utils\constants.js","29","KB: L CTRL"
"utils\constants.js","30","**VTAP PALETTE"
"utils\constants.js","30","[W] 1"
"utils\constants.js","30","[W] 1"
"utils\constants.js","30","[W] 1"
"utils\constants.js","30","7 (Z)"
"utils\constants.js","30","7 (Z)"
"utils\constants.js","30","7 (Z)"
"utils\constants.js","30","GP: LJ; M: Middle"
"utils\constants.js","30","L grip"
"utils\constants.js","30","L Stick"
"utils\constants.js","30","L Stick"
"utils\constants.js","30","L Stick"
"utils\constants.js","30","L Stick"
"utils\constants.js","30","M: Middle"
"utils\constants.js","30","Mode 1"
"utils\constants.js","30","Stick click"
"utils\constants.js","30","Stick click"
"utils\constants.js","31","[C] Analog R"
"utils\constants.js","31","[C] ZR"
"utils\constants.js","31","[C] ZR"
"utils\constants.js","31","[W] B"
"utils\constants.js","31","[W] B"
"utils\constants.js","31","[W] B"
"utils\constants.js","31","6 (R)"
"utils\constants.js","31","6 (R)"
"utils\constants.js","31","Analog R"
"utils\constants.js","31","Analog R"
"utils\constants.js","31","Analog RT"
"utils\constants.js","31","GP: RM; M: Left"
"utils\constants.js","31","M: Left"
"utils\constants.js","31","TZ Axis"
"utils\constants.js","32","[C] R"
"utils\constants.js","32","[C] ZR"
"utils\constants.js","32","[C] ZR"
"utils\constants.js","32","6 (R)"
"utils\constants.js","32","6 (R)"
"utils\constants.js","32","9 (X)"
"utils\constants.js","32","9 (X)"
"utils\constants.js","32","GP: RS; KB: X; M: 8"
"utils\constants.js","32","KB: X"
"utils\constants.js","32","ZL | ZR"
"utils\constants.js","33","[C] Digital R"
"utils\constants.js","33","Digital R"
"utils\constants.js","33","Digital R"
"utils\constants.js","33","Digital R"
"utils\constants.js","33","Digital RT"
"utils\constants.js","33","GP: RT; KB: L Shift"
"utils\constants.js","33","KB: L Shift"
"utils\constants.js","34","**VTAP MODE"
"utils\constants.js","34","[W] 2"
"utils\constants.js","34","[W] 2"
"utils\constants.js","34","[W] 2"
"utils\constants.js","34","9 (X)"
"utils\constants.js","34","9 (X)"
"utils\constants.js","34","GP: RJ; KB: Space"
"utils\constants.js","34","KB: Space"
"utils\constants.js","34","Mode 2"
"utils\constants.js","34","R grip"
"utils\constants.js","34","R Stick"
"utils\constants.js","34","R Stick"
"utils\constants.js","34","R Stick"
"utils\constants.js","34","R Stick"
"utils\constants.js","35","KB: B"
"utils\constants.js","35","KB: B"
"utils\constants.js","36","KB: C"
"utils\constants.js","36","KB: C"
"utils\constants.js","37","KB: G"
"utils\constants.js","37","KB: G"
"utils\constants.js","38","KB: H"
"utils\constants.js","38","KB: H"
"utils\constants.js","39","KB: I"
"utils\constants.js","39","KB: I"
"utils\constants.js","40","KB: J"
"utils\constants.js","40","KB: J"
"utils\constants.js","41","KB: K"
"utils\constants.js","41","KB: K"
"utils\constants.js","42","KB: L"
"utils\constants.js","42","KB: L"
"utils\constants.js","43","KB: M"
"utils\constants.js","43","KB: M"
"utils\constants.js","44","KB: N"
"utils\constants.js","44","KB: N"
"utils\constants.js","45","KB: O"
"utils\constants.js","45","KB: O"
"utils\constants.js","46","KB: P"
"utils\constants.js","46","KB: P"
"utils\constants.js","47","KB: T"
"utils\constants.js","47","KB: T"
"utils\constants.js","48","KB: U"
"utils\constants.js","48","KB: U"
"utils\constants.js","49","KB: V"
"utils\constants.js","49","KB: V"
"utils\constants.js","50","KB: Y"
"utils\constants.js","50","KB: Y"
"utils\constants.js","51","KB: 1"
"utils\constants.js","51","KB: 1"
"utils\constants.js","52","KB: 2"
"utils\constants.js","52","KB: 2"
"utils\constants.js","53","KB: 3"
"utils\constants.js","53","KB: 3"
"utils\constants.js","54","KB: 4"
"utils\constants.js","54","KB: 4"
"utils\constants.js","55","KB: 5"
"utils\constants.js","55","KB: 5"
"utils\constants.js","56","KB: 6"
"utils\constants.js","56","KB: 6"
"utils\constants.js","57","KB: 7"
"utils\constants.js","57","KB: 7"
"utils\constants.js","58","KB: 8"
"utils\constants.js","58","KB: 8"
"utils\constants.js","59","KB: 9"
"utils\constants.js","59","KB: 9"
"utils\constants.js","60","KB: 0"
"utils\constants.js","60","KB: 0"
"utils\constants.js","61","KB: Backspace"
"utils\constants.js","61","KB: Backspace"
"utils\constants.js","62","KB: Tab"
"utils\constants.js","62","KB: Tab"
"utils\constants.js","63","KB: Minus"
"utils\constants.js","63","KB: Minus"
"utils\constants.js","64","KB: Equal"
"utils\constants.js","64","KB: Equal"
"utils\constants.js","65","KB: L Brace"
"utils\constants.js","65","KB: L Brace"
"utils\constants.js","66","KB: R Brace"
"utils\constants.js","66","KB: R Brace"
"utils\constants.js","67","KB: Backslash"
"utils\constants.js","67","KB: Backslash"
"utils\constants.js","68","KB: Semicolon"
"utils\constants.js","68","KB: Semicolon"
"utils\constants.js","69","KB: Apostrophe"
"utils\constants.js","69","KB: Apostrophe"
"utils\constants.js","70","KB: Grave"
"utils\constants.js","70","KB: Grave"
"utils\constants.js","71","KB: Comma"
"utils\constants.js","71","KB: Comma"
"utils\constants.js","72","KB: Dot"
"utils\constants.js","72","KB: Dot"
"utils\constants.js","73","KB: Slash"
"utils\constants.js","73","KB: Slash"
"utils\constants.js","74","KB: Capslock"
"utils\constants.js","74","KB: Capslock"
"utils\constants.js","75","KB: F1"
"utils\constants.js","75","KB: F1"
"utils\constants.js","76","KB: F2"
"utils\constants.js","76","KB: F2"
"utils\constants.js","77","KB: F3"
"utils\constants.js","77","KB: F3"
"utils\constants.js","78","KB: F4"
"utils\constants.js","78","KB: F4"
"utils\constants.js","79","KB: F5"
"utils\constants.js","79","KB: F5"
"utils\constants.js","80","KB: F6"
"utils\constants.js","80","KB: F6"
"utils\constants.js","81","KB: F7"
"utils\constants.js","81","KB: F7"
"utils\constants.js","82","KB: F8"
"utils\constants.js","82","KB: F8"
"utils\constants.js","83","KB: F9"
"utils\constants.js","83","KB: F9"
"utils\constants.js","84","KB: F10"
"utils\constants.js","84","KB: F10"
"utils\constants.js","85","KB: F11"
"utils\constants.js","85","KB: F11"
"utils\constants.js","86","KB: F12"
"utils\constants.js","86","KB: F12"
"utils\constants.js","87","KB: Print Screen"
"utils\constants.js","87","KB: Print Screen"
"utils\constants.js","88","KB: Scroll"
"utils\constants.js","88","KB: Scroll"
"utils\constants.js","89","KB: Pause"
"utils\constants.js","89","KB: Pause"
"utils\constants.js","90","KB: Insert"
"utils\constants.js","90","KB: Insert"
"utils\constants.js","91","KB: Home"
"utils\constants.js","91","KB: Home"
"utils\constants.js","92","KB: Page Up"
"utils\constants.js","92","KB: Page Up"
"utils\constants.js","93","KB: Delete"
"utils\constants.js","93","KB: Delete"
"utils\constants.js","94","KB: End"
"utils\constants.js","94","KB: End"
"utils\constants.js","95","KB: Page Down"
"utils\constants.js","95","KB: Page Down"
"utils\constants.js","96","KB: Numlock"
"utils\constants.js","96","KB: Numlock"
"utils\constants.js","97","KB: KP Div"
"utils\constants.js","97","KB: KP Div"
"utils\constants.js","98","KB: KP Multi"
"utils\constants.js","98","KB: KP Multi"
"utils\constants.js","99","KB: KP Minus"
"utils\constants.js","99","KB: KP Minus"
"utils\constants.js","100","KB: KP Plus"
"utils\constants.js","100","KB: KP Plus"
"utils\constants.js","101","KB: KP Enter"
"utils\constants.js","101","KB: KP Enter"
"utils\constants.js","102","KB: KP 1"
"utils\constants.js","102","KB: KP 1"
"utils\constants.js","103","KB: KP 2"
"utils\constants.js","103","KB: KP 2"
"utils\constants.js","104","KB: KP 3"
"utils\constants.js","104","KB: KP 3"
"utils\constants.js","105","KB: KP 4"
"utils\constants.js","105","KB: KP 4"
"utils\constants.js","106","KB: KP 5"
"utils\constants.js","106","KB: KP 5"
"utils\constants.js","107","KB: KP 6"
"utils\constants.js","107","KB: KP 6"
"utils\constants.js","108","KB: KP 7"
"utils\constants.js","108","KB: KP 7"
"utils\constants.js","109","KB: KP 8"
"utils\constants.js","109","KB: KP 8"
"utils\constants.js","110","KB: KP 9"
"utils\constants.js","110","KB: KP 9"
"utils\constants.js","111","KB: KP 0"
"utils\constants.js","111","KB: KP 0"
"utils\constants.js","112","KB: KP Dot"
"utils\constants.js","112","KB: KP Dot"
"utils\constants.js","113","KB: L Alt"
"utils\constants.js","113","KB: L Alt"
"utils\constants.js","114","KB: R Ctrl"
"utils\constants.js","114","KB: R Ctrl"
"utils\constants.js","115","KB: R Shift"
"utils\constants.js","115","KB: R Shift"
"utils\constants.js","116","KB: R Alt"
"utils\constants.js","116","KB: R Alt"
"utils\constants.js","117","KB: R Win"
"utils\constants.js","117","KB: R Win"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","121","COMBO BASE 1"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
"utils\constants.js","122","COMBO BASE 2"
